1 1548
2 1443
3 1043
4 723
5 920
6 1065
7 947
8 958
9 954
10 1136
11 921
12 934
13 1235
14 1488
15 1844
16 1997
17 2177
18 2195
19 2253
20 1977
21 2135
22 2199
23 1989
24 1736
