1 4650
2 3937
3 3729
4 3354
5 3075
6 2825
7 3094
8 3315
9 3406
10 3693
11 3997
12 4048
13 4423
14 5347
15 6352
16 7425
17 7571
18 7112
19 7334
20 7255
21 7823
22 8203
23 7710
24 6006
