1 1545
2 1437
3 1043
4 722
5 915
6 1062
7 944
8 953
9 945
10 1125
11 913
12 931
13 1227
14 1474
15 1824
16 1984
17 2166
18 2188
19 2239
20 1954
21 2127
22 2176
23 1973
24 1734
