1185807283 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185808977 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185818707 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185889659 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185891247 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185893895 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1185895453 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186056438 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186060740 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186061424 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186075404 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186076583 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186079641 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186080064 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186082479 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186247749 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186249588 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186313656 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186317145 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186317901 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186319152 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186320254 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186321284 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186321473 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186321571 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186488178 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186488361 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186489625 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186490927 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186491514 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186492107 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186492274 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186500578 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186500971 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186501365 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186502711 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186502726 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186502755 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186504178 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186903388 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186912588 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186912602 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186925809 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1186935276 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
